content,score,label,reviewCreatedVersion,at,appVersion,content_lower_case
tiba tiba ke pesan sendiri gajelas,1,0,5.38.1,2025-11-07 8:11:14,5.38.1,tiba tiba ke pesan sendiri gajelas
Drivernya amanah,5,1,5.38.1,2025-11-07 7:59:38,5.38.1,drivernya amanah
semoga semangkin disenangi masyarakat Indonesia,5,1,,2025-11-07 7:55:18,,semoga semangkin disenangi masyarakat indonesia
harga ongkos nya murah banget pas di dana pelajar,5,1,5.38.1,2025-11-07 7:54:22,5.38.1,harga ongkos nya murah banget pas di dana pelajar
aplikasi jelek,1,0,,2025-11-07 7:31:59,,aplikasi jelek
bagus aplkkasinya banyak makanan yg terdaftar,5,1,5.38.1,2025-11-07 7:29:02,5.38.1,bagus aplkkasinya banyak makanan yg terdaftar
ok,5,1,5.37.1,2025-11-07 6:53:12,5.37.1,ok
Mempermudah dan sangat-sangat membantu urusan darurat.,5,1,5.37.1,2025-11-07 6:53:12,5.37.1,mempermudah dan sangat sangat membantu urusan darurat
"tanpa alasan dan pemberitahuan orderan go food saya dibatalin, sudh menunggu lama orderan gk dtg2, saya cek di aplikasi ternyata dibatalin😭",1,0,5.38.1,2025-11-07 6:45:50,5.38.1,tanpa alasan dan pemberitahuan orderan go food saya dibatalin sudh menunggu lama orderan gk dtg2 saya cek di aplikasi ternyata dibatalin
"tolong dong ,kalau driver sudah dapet orderan suruh langsung jalan",2,0,5.38.1,2025-11-07 6:29:38,5.38.1,tolong dong kalau driver sudah dapet orderan suruh langsung jalan
sangat nyaman digunakan aplikasi ini👍👍😊😊,5,1,5.38.1,2025-11-07 6:20:19,5.38.1,sangat nyaman digunakan aplikasi ini
ko harganya malah makin mahal ya padahal tujuannya GK berubah,2,0,5.20.1,2025-11-07 6:20:14,5.20.1,ko harganya malah makin mahal ya padahal tujuannya gk berubah
mudah saat dibutuhkn,5,1,5.38.1,2025-11-07 6:16:54,5.38.1,mudah saat dibutuhkn
begunaaa bngtt,5,1,5.38.1,2025-11-07 6:14:14,5.38.1,begunaaa bngtt
ribet pembayaran musti pake gopay terus. barusan mo kirim barang ga bisa karna harus pakai gopay terus. ga pleksible .jelek,1,0,,2025-11-07 6:06:51,,ribet pembayaran musti pake gopay terus barusan mo kirim barang ga bisa karna harus pakai gopay terus ga pleksible jelek
ok,5,1,5.38.1,2025-11-07 5:41:21,5.38.1,ok
Karena selalu sering di apdet,4,1,5.37.1,2025-11-07 5:25:03,5.37.1,karena selalu sering di apdet
ada yang minta bayar banyak ga sesuai aplikasi jadi aku batalkan,4,1,5.38.1,2025-11-07 5:19:16,5.38.1,ada yang minta bayar banyak ga sesuai aplikasi jadi aku batalkan
buruk,1,0,,2025-11-07 5:17:57,,buruk
mantab...,5,1,5.36.2,2025-11-07 5:12:51,5.36.2,mantab
Cepat GK Ribet...,5,1,5.37.1,2025-11-07 5:09:21,5.37.1,cepat gk ribet
saya sangat puas,5,1,5.38.1,2025-11-07 4:58:17,5.38.1,saya sangat puas
God job,5,1,5.38.1,2025-11-07 4:55:00,5.38.1,god job
gercep sesuai apk,5,1,5.38.1,2025-11-07 4:49:34,5.38.1,gercep sesuai apk
cepat baik,5,1,5.33.1,2025-11-07 4:48:51,5.33.1,cepat baik
ok,5,1,5.38.1,2025-11-07 4:46:30,5.38.1,ok
"search engine harus dipisahkan untuk penelusuran khusus ""makanan"" dan ""nama resto"". sejak fitur ini dihilangkan semakin sulit mendapat hasil penelusuran yang diinginkan",1,0,5.38.1,2025-11-07 4:45:27,5.38.1,search engine harus dipisahkan untuk penelusuran khusus makanan dan nama resto sejak fitur ini dihilangkan semakin sulit mendapat hasil penelusuran yang diinginkan
mudah cepat banyak diskon.. its happy..,5,1,5.38.1,2025-11-07 4:41:27,5.38.1,mudah cepat banyak diskon its happy
kenapa top up gopay saya tidak bertambah sampai 2 hari hanya di janjikan saja... aplikasi penipu ini wajib di up ke ojk,1,0,5.36.2,2025-11-07 4:38:36,5.36.2,kenapa top up gopay saya tidak bertambah sampai 2 hari hanya di janjikan saja aplikasi penipu ini wajib di up ke ojk
gojek konyol! bukan jam pulang kerja tapi harga 2x lipat!,2,0,5.38.1,2025-11-07 4:37:32,5.38.1,gojek konyol bukan jam pulang kerja tapi harga 2x lipat
gak jelassssss bangeettttt...,1,0,5.37.1,2025-11-07 4:33:08,5.37.1,gak jelassssss bangeettttt
kenapa gak bisa di buka min,5,1,,2025-11-07 4:30:53,,kenapa gak bisa di buka min
Deskripsi pembaruan aplikasi selalu Geje,1,0,5.37.1,2025-11-07 4:24:59,5.37.1,deskripsi pembaruan aplikasi selalu geje
sangat bagus untuk orang yang mageran kek aku :),5,1,5.38.1,2025-11-07 4:02:27,5.38.1,sangat bagus untuk orang yang mageran kek aku
oke bagus,5,1,5.33.1,2025-11-07 3:59:59,5.33.1,oke bagus
Mantap,5,1,5.38.1,2025-11-07 3:42:23,5.38.1,mantap
terbaik,5,1,5.36.2,2025-11-07 3:35:57,5.36.2,terbaik
"sangat membantu , penggunaan aplikasi pun tidak sulit",5,1,5.37.1,2025-11-07 3:34:24,5.37.1,sangat membantu penggunaan aplikasi pun tidak sulit
nice aplikasi,5,1,5.38.1,2025-11-07 3:11:37,5.38.1,nice aplikasi
"mohon tambah fitur untuk banned driver kusus penumpang sendiri. tujuannya kalau pas dapet driver kurang puas bisa di banned biar gk dapet org yg sama, tapi gk pengaruh ke penumpang lain. kecuali penumpang lain nge banned juga. 👍",5,1,5.37.1,2025-11-07 3:04:45,5.37.1,mohon tambah fitur untuk banned driver kusus penumpang sendiri tujuannya kalau pas dapet driver kurang puas bisa di banned biar gk dapet org yg sama tapi gk pengaruh ke penumpang lain kecuali penumpang lain nge banned juga
ga pernah telat,5,1,5.38.1,2025-11-07 2:57:25,5.38.1,ga pernah telat
gopay later diblokir sampe 7 hari . ini udah 3 Minggu lebih diblokir . payah bangt gojek,1,0,,2025-11-07 2:54:23,,gopay later diblokir sampe 7 hari ini udah 3 minggu lebih diblokir payah bangt gojek
sangat membantu,5,1,5.21.1,2025-11-07 2:27:07,5.21.1,sangat membantu
"pelayanan baik , attibut personel gojeknya lengkap, detail",5,1,5.38.1,2025-11-07 2:21:36,5.38.1,pelayanan baik attibut personel gojeknya lengkap detail
bagus,5,1,,2025-11-07 2:00:03,,bagus
semua bagus 🙏🙏,5,1,5.37.1,2025-11-07 1:55:31,5.37.1,semua bagus
keren aja,5,1,5.38.1,2025-11-07 1:52:08,5.38.1,keren aja
selalu mudah dimana pun posisi nya ketika butuh,5,1,,2025-11-07 1:48:23,,selalu mudah dimana pun posisi nya ketika butuh
gini banget pinjam uang di gojek nagih ny kya orng koperasi tolong di ajarin lagi tu admin ny ya min,1,0,5.38.1,2025-11-07 1:46:11,5.38.1,gini banget pinjam uang di gojek nagih ny kya orng koperasi tolong di ajarin lagi tu admin ny ya min
cepat,5,1,,2025-11-07 1:33:29,,cepat
"Setiap hari Banyakin donk promo gofood, goride, dan gocar nya biar lebih mantap",5,1,5.37.1,2025-11-07 1:22:03,5.37.1,setiap hari banyakin donk promo gofood goride dan gocar nya biar lebih mantap
"bisa bantu saat darurat,",5,1,5.38.1,2025-11-07 0:59:32,5.38.1,bisa bantu saat darurat
"Fitur chat sm telponnya gabisa dipake, gmn bisa komunikasi sm driver?!",1,0,5.37.1,2025-11-07 0:56:44,5.37.1,fitur chat sm telponnya gabisa dipake gmn bisa komunikasi sm driver
kriuk banget dan enak.ga kalah sama ber merk lho...,5,1,5.38.1,2025-11-07 0:45:55,5.38.1,kriuk banget dan enak ga kalah sama ber merk lho
bagus,5,1,5.38.1,2025-11-07 0:34:13,5.38.1,bagus
jujur ini aplikasi setiap mau beli tiket kereta mau dibuka pun bener-bener delay butuh setengah menit baru ada respon buat masuk bahkan ketika membeli tiket kereta QR nya munculnya juga butuh sepuluh detik hingga lima belas detik. walaupun udah di update masih banyak permasalahan🙄,3,0,,2025-11-07 0:25:13,,jujur ini aplikasi setiap mau beli tiket kereta mau dibuka pun bener bener delay butuh setengah menit baru ada respon buat masuk bahkan ketika membeli tiket kereta qr nya munculnya juga butuh sepuluh detik hingga lima belas detik walaupun udah di update masih banyak permasalahan
aplikasi sering dipakai para dc untuk chat menteror dan ngirim orderan fiktif,1,0,,2025-11-07 0:18:34,,aplikasi sering dipakai para dc untuk chat menteror dan ngirim orderan fiktif
sangat membantu,5,1,5.37.1,2025-11-07 0:17:06,5.37.1,sangat membantu
ok sih,5,1,5.38.1,2025-11-07 0:15:28,5.38.1,ok sih
mantap,5,1,5.38.1,2025-11-07 0:10:13,5.38.1,mantap
good aplicator gojek 👌🏼,5,1,5.38.1,2025-11-06 23:49:14,5.38.1,good aplicator gojek
selalu ada d saat darurat,5,1,5.38.1,2025-11-06 23:47:00,5.38.1,selalu ada d saat darurat
"driver baik baik n sopan, gojek s angat nyaman, mudah n murah.....",5,1,5.38.1,2025-11-06 23:18:43,5.38.1,driver baik baik n sopan gojek sangat nyaman mudah n murah
👍,5,1,5.38.1,2025-11-06 23:17:14,5.38.1,
"fitur selfienya lebay bgt bikin ribet malah jadi gak bsa login, pake grab malah satset. bye bye gojek",1,0,5.38.1,2025-11-06 23:01:53,5.38.1,fitur selfienya lebay bgt bikin ribet malah jadi gak bsa login pake grab malah satset bye bye gojek
Driver sopan dan kendaraan layak jalan,5,1,5.37.1,2025-11-06 23:00:53,5.37.1,driver sopan dan kendaraan layak jalan
bagus banget,5,1,5.38.1,2025-11-06 22:18:43,5.38.1,bagus banget
drivernya tidak ramah bangettt salah faham berujung mau membunuh saya,1,0,5.38.1,2025-11-06 22:04:23,5.38.1,drivernya tidak ramah bangettt salah faham berujung mau membunuh saya
beberapa layanan di tutup sementara sedangkan butuh buat pesen gocar hadeh,1,0,,2025-11-06 21:55:43,,beberapa layanan di tutup sementara sedangkan butuh buat pesen gocar hadeh
"pesan gofood gak jelas, kapan dtg nya, sudah hampir 1 jam, dibatalin gak bisa, chat bot gak membantu , gak dpt driver tp ngulur2 waktu, keburu lapar mati nanti saya, makin kesini aplikasi makin Kaya sampah",1,0,5.38.1,2025-11-06 21:32:58,5.38.1,pesan gofood gak jelas kapan dtg nya sudah hampir 1 jam dibatalin gak bisa chat bot gak membantu gak dpt driver tp ngulur2 waktu keburu lapar mati nanti saya makin kesini aplikasi makin kaya sampah
keren,5,1,5.38.1,2025-11-06 21:16:02,5.38.1,keren
"ngga jelas banget, drivernya pd ngga ada jawaban, tapi ngga mau cancel, akhirnya harus cancel sendiri biar dpt yg lain tapi malah ditegur karena cancel mulu, padahal drivernya terlalu jaga nilai sendiri ngga perduli pelanggan.",1,0,5.37.1,2025-11-06 20:41:58,5.37.1,ngga jelas banget drivernya pd ngga ada jawaban tapi ngga mau cancel akhirnya harus cancel sendiri biar dpt yg lain tapi malah ditegur karena cancel mulu padahal drivernya terlalu jaga nilai sendiri ngga perduli pelanggan
sangat ramah,5,1,5.38.1,2025-11-06 20:38:39,5.38.1,sangat ramah
cepat tepat 👍👍,5,1,5.37.1,2025-11-06 17:52:31,5.37.1,cepat tepat
"maaf gojek sekarang ga seperti gojek dulu, dan maaf juga saya uninstall krn saya kecewa, meskipun gojek dan gopay mungkin berbeda, tapi saling berkaitan, sakit hati krn dikirim chat dari DC GOPAY PINJAM dengan melontarkan kalimat BINATANG .. padahal hutang hanya 679 ribu, dan masih 7 hari lagi ke tgl jatuh tempo. tapi kalimat penagihannya tidak beretika .. dan maaf untuk rating bintang nya",1,0,,2025-11-06 17:23:58,,maaf gojek sekarang ga seperti gojek dulu dan maaf juga saya uninstall krn saya kecewa meskipun gojek dan gopay mungkin berbeda tapi saling berkaitan sakit hati krn dikirim chat dari dc gopay pinjam dengan melontarkan kalimat binatang padahal hutang hanya 679 ribu dan masih 7 hari lagi ke tgl jatuh tempo tapi kalimat penagihannya tidak beretika dan maaf untuk rating bintang nya
keren,5,1,5.38.1,2025-11-06 16:56:58,5.38.1,keren
Mantafff,5,1,5.37.1,2025-11-06 16:40:08,5.37.1,mantafff
banyar ongkir mahal pesanan slalu telat,1,0,5.38.1,2025-11-06 16:33:31,5.38.1,banyar ongkir mahal pesanan slalu telat
aplikasi apaan kya gini tidak sesuai pesanan terus mahal lagi,1,0,,2025-11-06 16:20:01,,aplikasi apaan kya gini tidak sesuai pesanan terus mahal lagi
ok bangett,5,1,5.38.1,2025-11-06 16:15:23,5.38.1,ok bangett
👍👍👍,5,1,5.37.1,2025-11-06 16:13:07,5.37.1,
Andalan transport dan makan.,5,1,,2025-11-06 15:43:32,,andalan transport dan makan
nyaman,5,1,5.35.1,2025-11-06 15:41:42,5.35.1,nyaman
mantab simple banyak promo,5,1,5.37.1,2025-11-06 15:33:06,5.37.1,mantab simple banyak promo
mantappp,5,1,5.38.1,2025-11-06 14:37:25,5.38.1,mantappp
Akun yg terdaftar gk bsa login krna nomor sudah mati,4,1,,2025-11-06 14:26:26,,akun yg terdaftar gk bsa login krna nomor sudah mati
Ok,5,1,,2025-11-06 14:06:57,,ok
"pelayanan cs lama, sistem ga jelas dan aneh. pake gocar beda dengan tarif awal. udah komplain tapi ga jelas",1,0,5.38.1,2025-11-06 13:58:31,5.38.1,pelayanan cs lama sistem ga jelas dan aneh pake gocar beda dengan tarif awal udah komplain tapi ga jelas
solusi dikalaa kepepet dan hujan,5,1,5.32.1,2025-11-06 13:42:30,5.32.1,solusi dikalaa kepepet dan hujan
selama pakai gopay pelayanan cukup bagus untuk transaksi,5,1,5.38.1,2025-11-06 13:42:11,5.38.1,selama pakai gopay pelayanan cukup bagus untuk transaksi
"aplikasinya sudah bagus,dan memudahkan juga buat yang lagi perlu kendaraan,cuma saya mau minta tolong banget nih,kalo bisa drivernya jangan suka suruh penumpang buat cancel sembarangan apalagi lagi di tengah buru-buru,dan juga kalo emang drivernya ga bisa ngantar atau memang sedari awal ada kendala ga usah di terima pesanannya,ini pengalaman saya sendiri jujur sudah sangat kesal dapat driver terima pesanan tapi ujung-ujungnya di suruh cancel gara-gara berbagai alasan🙏🏻",4,1,5.36.2,2025-11-06 13:30:36,5.36.2,aplikasinya sudah bagus dan memudahkan juga buat yang lagi perlu kendaraan cuma saya mau minta tolong banget nih kalo bisa drivernya jangan suka suruh penumpang buat cancel sembarangan apalagi lagi di tengah buru buru dan juga kalo emang drivernya ga bisa ngantar atau memang sedari awal ada kendala ga usah di terima pesanannya ini pengalaman saya sendiri jujur sudah sangat kesal dapat driver terima pesanan tapi ujung ujungnya di suruh cancel gara gara berbagai alasan
sangat membantu saya,5,1,5.37.1,2025-11-06 13:30:29,5.37.1,sangat membantu saya
mempermudah untuk membeli sesuatu dan bepergian kemanapunnn,5,1,5.37.1,2025-11-06 13:17:32,5.37.1,mempermudah untuk membeli sesuatu dan bepergian kemanapunnn
saya pesen gofood Udeh bener saya pilih alamat rumah malah ke alamat lain di map-nya tolong perbaiki lagi aplikasinya supaya yg lain ga kejadian seperti saya,3,0,5.38.1,2025-11-06 12:50:08,5.38.1,saya pesen gofood udeh bener saya pilih alamat rumah malah ke alamat lain di map nya tolong perbaiki lagi aplikasinya supaya yg lain ga kejadian seperti saya
aplikasi yg bikin emosi,1,0,5.36.2,2025-11-06 12:50:05,5.36.2,aplikasi yg bikin emosi
makin paraaaahhh...estimasi pengiriman lamaaaa sekali hampir berjam-jam tpi sulit untuk dibatalkan😤😤,1,0,5.37.1,2025-11-06 12:39:43,5.37.1,makin paraaaahhh estimasi pengiriman lamaaaa sekali hampir berjam jam tpi sulit untuk dibatalkan
luar biasa.. menyediakan jasa di saat orang mager.. mantaaaap,5,1,5.38.1,2025-11-06 12:31:21,5.38.1,luar biasa menyediakan jasa di saat orang mager mantaaaap
"dan ya sama aja, saya sudah order tidak di Terima Terima mau hemat atau pun biasa, hadeh emang aneh, bikin emosi saja",1,0,5.38.1,2025-11-06 12:22:45,5.38.1,dan ya sama aja saya sudah order tidak di terima terima mau hemat atau pun biasa hadeh emang aneh bikin emosi saja
ok mantap,5,1,,2025-11-06 12:16:20,,ok mantap
terlalu lama dalam mencari driver,1,0,5.38.1,2025-11-06 12:14:37,5.38.1,terlalu lama dalam mencari driver
sangat berguna,5,1,5.38.1,2025-11-06 12:13:23,5.38.1,sangat berguna
sangat membantu.. semenjak ada gojek saya jadi gampang kemna Mana 😍🙏,5,1,5.37.1,2025-11-06 12:01:05,5.37.1,sangat membantu semenjak ada gojek saya jadi gampang kemna mana
mantap gofood nya,5,1,5.38.1,2025-11-06 11:55:13,5.38.1,mantap gofood nya
sangat membantu,5,1,5.20.1,2025-11-06 11:45:20,5.20.1,sangat membantu
Gocar Prioritas sama saja dgn Gocar Biasa...,4,1,5.37.1,2025-11-06 11:43:16,5.37.1,gocar prioritas sama saja dgn gocar biasa
driver cabul,1,0,5.36.2,2025-11-06 11:35:57,5.36.2,driver cabul
lambat,1,0,5.38.1,2025-11-06 11:35:54,5.38.1,lambat
mau pergi2 mudah...mau makan mudah...mau kirim barang...mudah,5,1,5.38.1,2025-11-06 11:33:18,5.38.1,mau pergi2 mudah mau makan mudah mau kirim barang mudah
baik,4,1,5.38.1,2025-11-06 11:24:31,5.38.1,baik
terimakaih banyak sudah membantu mengantar saya pulang ke rumah🙏🥰,5,1,5.31.2,2025-11-06 11:22:42,5.31.2,terimakaih banyak sudah membantu mengantar saya pulang ke rumah
aplikasi makin dzolim makin rakus buat kebijakan dan cari untung,1,0,5.38.1,2025-11-06 11:06:05,5.38.1,aplikasi makin dzolim makin rakus buat kebijakan dan cari untung
jos,5,1,5.37.1,2025-11-06 10:59:00,5.37.1,jos
tiap kali order drivernya pasti jauh2 dptnya pdhl disekitar juga banyak.. knpa gk dkasih yang terdekat aja.. tolong kita pesen butuh cepat.. udah driver jauh kadang dibatalin pula.. gak sekali dua kali ya tp tiap pesen gocar,2,0,5.37.1,2025-11-06 10:57:56,5.37.1,tiap kali order drivernya pasti jauh2 dptnya pdhl disekitar juga banyak knpa gk dkasih yang terdekat aja tolong kita pesen butuh cepat udah driver jauh kadang dibatalin pula gak sekali dua kali ya tp tiap pesen gocar
Driver tetap semngat dalam berjuang anter penumpang meskipun kondisi hujan,5,1,,2025-11-06 10:51:38,,driver tetap semngat dalam berjuang anter penumpang meskipun kondisi hujan
cepat tanggap,5,1,5.37.1,2025-11-06 10:44:36,5.37.1,cepat tanggap
bagus,5,1,5.37.1,2025-11-06 10:36:15,5.37.1,bagus
good job,5,1,5.37.1,2025-11-06 10:31:55,5.37.1,good job
lemot,1,0,,2025-11-06 10:30:23,,lemot
"aplikasi kikir, pesen goride hemat 30 menit nggak dapet dapet drivernya",1,0,5.37.1,2025-11-06 10:28:46,5.37.1,aplikasi kikir pesen goride hemat 30 menit nggak dapet dapet drivernya
"gak bisa lanjutin transaksi ini setiap transaksi dibawah 50 ribu, udah update yg terbaru juga ,chat laporan robot csnya",1,0,5.38.1,2025-11-06 10:21:50,5.38.1,gak bisa lanjutin transaksi ini setiap transaksi dibawah 50 ribu udah update yg terbaru juga chat laporan robot csnya
"gocarnya gak jelas, sering kali dpt driver yg gk jalan, driver yg tiba* jln menjauh dari titik penjemputan, yg prahnya gk ada respon dri driver, tolong di bantu perbaiki kinerja dri drivernya, makasih",1,0,5.22.2,2025-11-06 10:16:04,5.22.2,gocarnya gak jelas sering kali dpt driver yg gk jalan driver yg tiba jln menjauh dari titik penjemputan yg prahnya gk ada respon dri driver tolong di bantu perbaiki kinerja dri drivernya makasih
"semuanya sudah bagus tapi ada 1 kendala, tolong gojek kalau ngasih driver tolong yang paling dekat dengan lokasi penjemputan .. kasian juga kan drivernya kalau jarak nya jauh,, soalnya saya sudah kena sanksi gara² ngebatalin driver yg lokasinya jauh dari rumah saya, itu juga memakan waktu saya, tolong diperbaiki lagi.. terima kasih",4,1,5.37.1,2025-11-06 10:12:12,5.37.1,semuanya sudah bagus tapi ada 1 kendala tolong gojek kalau ngasih driver tolong yang paling dekat dengan lokasi penjemputan kasian juga kan drivernya kalau jarak nya jauh soalnya saya sudah kena sanksi gara ngebatalin driver yg lokasinya jauh dari rumah saya itu juga memakan waktu saya tolong diperbaiki lagi terima kasih
tolong di bgusin klo kita daftar masa,5,1,,2025-11-06 10:10:59,,tolong di bgusin klo kita daftar masa
mantap,5,1,5.38.1,2025-11-06 10:02:44,5.38.1,mantap
"aplikasi ga guna, setiap pesan pengemudinya ga pernah jalan",1,0,,2025-11-06 9:58:55,,aplikasi ga guna setiap pesan pengemudinya ga pernah jalan
semoga banyak promo go ride nya,5,1,5.38.1,2025-11-06 9:55:55,5.38.1,semoga banyak promo go ride nya
tuku anytime,5,1,5.38.1,2025-11-06 9:53:01,5.38.1,tuku anytime
Praktis mudah cepat ekonomis,5,1,5.38.1,2025-11-06 9:43:01,5.38.1,praktis mudah cepat ekonomis
mahal taripnya,2,0,,2025-11-06 9:39:58,,mahal taripnya
Bagus,5,1,5.38.1,2025-11-06 9:38:14,5.38.1,bagus
oke cepat,4,1,5.37.1,2025-11-06 9:12:09,5.37.1,oke cepat
klo mesan nya gojek pasti selalu tepat waktu 💪,5,1,5.37.1,2025-11-06 8:58:54,5.37.1,klo mesan nya gojek pasti selalu tepat waktu
Go-Jek keren... murah dan nyaman. orang Indonesia pasti milih Go-Jek/Go car.. uninstall aplikasi yg lain cukup pakai Go-Jek,5,1,5.30.1,2025-11-06 8:50:02,5.30.1,go jek keren murah dan nyaman orang indonesia pasti milih go jek go car uninstall aplikasi yg lain cukup pakai go jek
kelas,5,1,5.35.1,2025-11-06 8:34:22,5.35.1,kelas
mudah di akses dan sangat memudahkan dalam bertransaksi,5,1,5.38.1,2025-11-06 8:04:43,5.38.1,mudah di akses dan sangat memudahkan dalam bertransaksi
eazy,5,1,5.37.1,2025-11-06 8:04:42,5.37.1,eazy
"orang nya ramah"" ,pengantaran tepat waktu",5,1,5.37.1,2025-11-06 7:48:56,5.37.1,orang nya ramah pengantaran tepat waktu
"gojek parah, gadak vocer lagi skrg buat goofood dan semuanya mahalll .gila mahal bgt",4,1,5.37.1,2025-11-06 7:46:01,5.37.1,gojek parah gadak vocer lagi skrg buat goofood dan semuanya mahalll gila mahal bgt
💚💚💚,5,1,5.37.1,2025-11-06 7:43:28,5.37.1,
oke,5,1,5.37.1,2025-11-06 7:31:37,5.37.1,oke
driver susah mentang2 promo,1,0,5.32.1,2025-11-06 7:18:49,5.32.1,driver susah mentang2 promo
awal dan pertama dwload dapet 200 RB😍,5,1,,2025-11-06 7:06:04,,awal dan pertama dwload dapet 200 rb
"Selasa habis update, masa kamis minta update lagi nih..",5,1,5.37.1,2025-11-06 6:51:05,5.37.1,selasa habis update masa kamis minta update lagi nih
good,5,1,5.38.1,2025-11-06 6:35:53,5.38.1,good
"pesen goride, driver deket ada dikasih yang jauh. !?",1,0,5.37.1,2025-11-06 6:29:25,5.37.1,pesen goride driver deket ada dikasih yang jauh
good,5,1,5.37.1,2025-11-06 6:12:39,5.37.1,good
siip,5,1,5.36.2,2025-11-06 6:11:25,5.36.2,siip
"buat customer tolong baca,orderan instan anda di bikin dobel orderan sama gojek kadang 3 makanya lama smpe nya",1,0,,2025-11-06 5:46:45,,buat customer tolong baca orderan instan anda di bikin dobel orderan sama gojek kadang 3 makanya lama smpe nya
kenapasih gabisa dibatalin kalo gofood pas salah pesen. padahal baru pencet pesan aja udh gabisa dibatalin. hubungin cs jg gada solusi,1,0,5.37.1,2025-11-06 5:44:50,5.37.1,kenapasih gabisa dibatalin kalo gofood pas salah pesen padahal baru pencet pesan aja udh gabisa dibatalin hubungin cs jg gada solusi
bnyak promo,5,1,5.37.1,2025-11-06 5:22:01,5.37.1,bnyak promo
sangat mudah mendapatkan driver,5,1,5.38.1,2025-11-06 5:20:39,5.38.1,sangat mudah mendapatkan driver
sangat membantu sekali,5,1,5.36.2,2025-11-06 5:19:11,5.36.2,sangat membantu sekali
mantap,5,1,5.38.1,2025-11-06 5:19:03,5.38.1,mantap
Sangat baik,5,1,5.38.1,2025-11-06 5:11:11,5.38.1,sangat baik
udah sering kali pesan tp titik gapernah sesuai padahal uda bener anj kesel gua cok,1,0,,2025-11-06 5:06:06,,udah sering kali pesan tp titik gapernah sesuai padahal uda bener anj kesel gua cok
pengajuan pinjaman ditolak.. padahal enggak pernah nunggak atau telat sehari pun,1,0,5.38.1,2025-11-06 4:46:01,5.38.1,pengajuan pinjaman ditolak padahal enggak pernah nunggak atau telat sehari pun
Mantap,1,0,,2025-11-06 4:13:16,,mantap
Ok,4,1,5.37.1,2025-11-06 4:02:18,5.37.1,ok
gila apa ini aplikasi gojek. barang gosend saya hilang. tolong lah taggungjawabnya. jangan pakai ini kalau gosend kurang amanah. mending SPX KALAU kirim barang. gk amanah,1,0,5.37.1,2025-11-06 4:02:13,5.37.1,gila apa ini aplikasi gojek barang gosend saya hilang tolong lah tanggung jawabnya jangan pakai ini kalau gosend kurang amanah mending spx kalau kirim barang gk amanah
responnya cepat,5,1,5.37.1,2025-11-06 4:00:54,5.37.1,responnya cepat
"gopaylett keblokir karna telat bayar, bukan galbay tapi telat bayar 😅",3,0,,2025-11-06 3:53:49,,gopaylater keblokir karna telat bayar bukan galbay tapi telat bayar
ojol nya bad attitude,1,0,5.32.1,2025-11-06 3:50:25,5.32.1,ojol nya bad attitude
good 👍 job,5,1,5.37.1,2025-11-06 3:31:40,5.37.1,good job
Mantap,5,1,5.37.1,2025-11-06 3:16:31,5.37.1,mantap
"terlanjur bayar paket plus 3 bulan ternyata resto2 yg aku suka ngga ada tanda plusnya. kalo Grab semua termasuk di paket unlimited, ngga dibeda2in. nyesel banget beli gofood plus, mana paketnya mahal ngga kepake, buang2 uang",1,0,5.37.1,2025-11-06 3:09:13,5.37.1,terlanjur bayar paket plus 3 bulan ternyata resto2 yg aku suka ngga ada tanda plusnya kalo grab semua termasuk di paket unlimited ngga dibeda2in nyesel banget beli gofood plus mana paketnya mahal ngga kepake buang2 uang
baik sekali,5,1,5.37.1,2025-11-06 3:02:52,5.37.1,baik sekali
males banget udah di tlp cs sudah bikin laporan tetep gk bisa memulihkan akun malah di tolak terus dana yang masuk hilang gitu aja,1,0,5.37.1,2025-11-06 2:55:35,5.37.1,males banget udah di tlp cs sudah bikin laporan tetep gk bisa memulihkan akun malah di tolak terus dana yang masuk hilang gitu aja
"Alhamdulillah Bapak Drive nya wanggi dan bersih, sopan , baju ojek nya bersih , rapih",5,1,5.38.1,2025-11-06 2:52:45,5.38.1,alhamdulillah bapak drive nya wanggi dan bersih sopan baju ojek nya bersih rapih
mantap,5,1,5.37.1,2025-11-06 2:29:34,5.37.1,mantap
mantap,5,1,4.47.1,2025-11-06 2:28:11,4.47.1,mantap
TOLONG DONG SAYA MAWU PULANG GA DAPET DAPET,1,0,,2025-11-06 2:22:25,,tolong dong saya mawu pulang ga dapet dapet
mantap,5,1,5.38.1,2025-11-06 2:20:33,5.38.1,mantap
banyak driver yg cancel,5,1,5.38.1,2025-11-06 1:43:33,5.38.1,banyak driver yg cancel
mantap,5,1,,2025-11-06 1:29:05,,mantap
Sejauh ini baik.Terima kasih.,5,1,,2025-11-06 1:28:28,,sejauh ini baik terima kasih
pagi Alhamdulillah bngt mndpt driver AB 5382 beliau sangat sabar ramah cekatan dlm driver pokoknya pollll baiknya🙏🏼,5,1,5.37.1,2025-11-06 1:12:02,5.37.1,pagi alhamdulillah bngt mndpt driver ab 5382 beliau sangat sabar ramah cekatan dlm driver pokoknya pollll baiknya
